,0.0625,0.125,0.25
0,0.5520833333333334,0.4026465028355387,0.6728395061728394
1,0.6510416666666667,0.4669187145557655,0.6111111111111112
2,0.4774305555555556,0.5472589792060492,0.4320987654320988
3,0.4401041666666667,0.6370510396975425,0.5864197530864197
4,0.6076388888888888,0.4650283553875236,0.6049382716049383
5,0.4227430555555556,0.5151228733459357,0.5617283950617284
6,0.4027777777777778,0.6190926275992438,0.6234567901234569
7,0.453125,0.5236294896030246,0.4320987654320988
8,0.5008680555555556,0.7599243856332704,0.4320987654320988
9,0.5,0.5,0.5
10,0.5,0.5,0.5
11,0.4965277777777778,0.5793950850661627,0.5
12,0.5104166666666667,0.5907372400756145,0.5555555555555556
13,0.5416666666666666,0.4792060491493383,0.3888888888888889
14,0.5,0.4385633270321361,0.4444444444444444
15,0.4939236111111111,0.5652173913043479,0.3148148148148149
16,0.5,0.4565217391304348,0.5555555555555556
17,0.5303819444444444,0.6228733459357277,0.6728395061728395
18,0.5217013888888888,0.4744801512287334,0.5061728395061729
19,0.5,0.5217391304347826,0.5
20,0.6666666666666667,0.2299999999999999,0.4793388429752065
21,0.66,0.665,0.6983471074380165
22,0.5666666666666667,0.6,0.7768595041322315
23,0.5533333333333332,0.645,0.4752066115702479
24,0.5622222222222222,0.49,0.4958677685950413
25,0.3088888888888889,0.665,0.2272727272727273
26,0.4866666666666666,0.47,0.6446280991735537
27,0.5822222222222222,0.62,0.6487603305785123
28,0.4711111111111111,0.21,0.5495867768595042
29,0.6288888888888889,0.5,0.6363636363636362
30,0.4,0.4649999999999999,0.4338842975206612
31,0.6822222222222224,0.45,0.5578512396694215
32,0.5198902606310014,0.4866666666666667,0.5
33,0.3834019204389575,0.3911111111111111,0.3333333333333333
34,0.644718792866941,0.3777777777777777,0.7222222222222223
35,0.4252400548696844,0.5066666666666666,0.4861111111111111
36,0.8010973936899862,0.5333333333333333,0.625
37,0.6241426611796982,0.56,0.6527777777777778
38,0.4122085048010974,0.4711111111111111,0.4861111111111111
39,0.3491083676268861,0.4044444444444444,0.0972222222222222
40,0.4218106995884774,0.4,0.5833333333333334
41,0.355281207133059,0.3777777777777778,0.4722222222222222
42,0.49039780521262,0.4044444444444444,0.375
43,0.48079561042524,0.5666666666666667,0.4166666666666667
44,0.406721536351166,0.4399999999999999,0.3888888888888889
45,0.4252400548696845,0.5711111111111111,0.4166666666666667
46,0.5329218106995884,0.4244444444444444,0.5972222222222222
47,0.532235939643347,0.36,0.6111111111111112
48,0.6021947873799726,0.4888888888888889,0.7777777777777778
49,0.4176954732510288,0.5,0.5
50,0.5754458161865569,0.528888888888889,0.5833333333333333
51,0.6063100137174211,0.4644444444444444,0.8472222222222222
52,0.46159122085048,0.4711111111111111,0.3333333333333333
53,0.7229080932784636,0.3977777777777778,0.6944444444444445
54,0.6124828532235941,0.5399999999999999,0.5555555555555556
55,0.4835390946502058,0.6022222222222222,0.4722222222222222
56,0.4046639231824416,0.5333333333333333,0.3333333333333333
57,0.4451303155006858,0.54,0.5
58,0.7050000000000001,0.75,
59,0.5,,0.5
60,0.5,,0.5
61,0.5,,0.5
62,0.5,,0.5
63,0.5,,0.5
64,0.5,,0.5
65,0.5,,0.5
66,0.4285714285714286,,0.5
67,0.5,,0.5
68,0.5,,0.5
69,0.5,,0.5
70,0.5,,0.5
71,0.5,,0.5
72,0.5,,0.5
73,0.5,,0.5
74,0.5,,0.5
75,0.5,,0.5
76,0.5,,0.5
77,0.5,,0.5
78,0.5,,0.5
79,0.5,,0.5
80,0.5,,0.5
81,0.5,,0.5
82,0.5,,0.5
83,0.5,,0.5
84,0.5,,0.5
85,0.7142857142857142,,0.375
86,0.5,,0.625
87,0.5816326530612245,,0.875
88,0.3367346938775509,,0.28125
89,0.1428571428571428,,0.125
90,0.5,,0.5
91,0.4183673469387755,,0.625
92,0.5,,0.5
93,0.5,,0.5
94,0.5,,0.5
95,0.5,,0.5
96,0.5,,0.5
97,0.5,,0.5
98,0.5,,0.5
99,0.5,,0.5
100,0.5,,0.5
101,0.5,,0.5
102,0.5,,0.5
103,0.5,,0.5
104,0.5714285714285714,,0.5
105,0.5,,0.5
106,0.5,,0.5
107,0.5,,0.5
108,0.8673469387755102,,0.75
109,0.6428571428571428,,0.625
110,0.5,,0.5
111,0.5,,0.5
112,0.5,,0.5
113,0.5,,0.5
114,0.5,,0.5
115,0.5,,0.5
116,0.5,,0.5
117,0.5,,0.5
118,0.5,,0.5
119,0.5,,0.5
120,0.5,,0.5
121,0.4285714285714286,,0.625
122,0.5,,0.5
123,0.5,,0.5
124,0.5,,0.5
125,0.5,,0.5
126,0.5,,0.5
127,0.5,,0.5
128,0.5,,0.5
129,0.5,,0.5
130,0.5,,0.5
131,0.5,,0.5
132,0.5,,0.5
133,0.5,,0.5
134,0.5,,0.5
135,0.5,,0.5
136,0.5,,0.5
137,0.5,,0.5
138,0.5,,0.5
139,0.5,,0.5
140,0.7448979591836735,,0.3125
141,0.5,,0.5
142,0.6428571428571428,,0.875
143,0.2448979591836734,,0.4375
144,0.2755102040816326,,0.125
145,0.5,,0.5
146,0.3571428571428571,,0.5
147,0.5,,0.5
148,0.5,,0.5
149,0.5,,0.5
150,0.5,,0.5
151,0.5,,0.5
152,0.5,,0.5
153,0.5,,0.5
154,0.5,,0.5
155,0.5,,0.5
156,0.5,,0.5
157,0.5,,0.5
158,0.5,,0.5
159,0.5714285714285714,,0.5
160,0.5,,0.5
161,0.5,,0.5
162,0.5,,0.375
163,0.9489795918367347,,0.96875
164,0.5612244897959183,,0.65625
165,0.5,,0.5
166,0.5,,0.5
167,0.5,,0.5
168,0.5,,0.5
169,0.5,0.75,0.5
170,0.4444444444444444,0.5,1.0
171,0.4166666666666666,0.75,0.5
172,0.4583333333333333,1.0,1.0
173,0.5555555555555556,0.375,0.0
174,0.6111111111111112,0.5,0.0
175,0.5,0.5,0.5
176,0.3888888888888889,0.75,0.0
177,0.5,0.5,0.5
178,0.4444444444444445,0.5,0.5
179,0.625,0.5,0.0
180,0.6111111111111112,0.5,0.5
181,0.4444444444444444,1.0,1.0
182,0.5,0.625,0.0
183,0.6111111111111112,0.5,0.5
184,0.5833333333333334,0.5,0.5
185,0.717013888888889,0.4299999999999999,0.625
186,0.734375,0.8200000000000001,1.0
187,0.6197916666666666,0.375,0.0
188,0.4392361111111111,0.285,0.5
189,0.4843749999999999,0.34,1.0
190,0.6302083333333333,0.655,1.0
191,0.2586805555555556,0.16,0.75
192,0.6354166666666666,0.9,1.0
193,0.3524305555555556,0.48,0.375
194,0.4791666666666667,0.5,0.5
195,0.5329861111111112,0.5149999999999999,0.375
196,0.5807291666666667,0.5,0.75
197,0.53125,0.66,0.75
198,0.484375,0.4049999999999999,1.0
199,0.7300347222222222,0.5,0.5
200,0.6336805555555556,0.31,0.0
201,0.4123263888888889,0.5700000000000001,0.5
202,0.6571180555555556,0.5499999999999999,0.75
203,0.6119791666666666,0.54,0.375
204,0.6527777777777778,0.265,0.0
205,0.6232638888888887,0.6749999999999999,0.0
206,0.5026041666666666,0.52,0.5
207,0.4479166666666667,0.415,0.875
208,0.5824652777777778,0.3399999999999999,0.0
209,0.4687499999999999,0.7150000000000001,0.0
210,0.5,0.45,0.5
211,0.4765625,0.4,0.25
212,0.631076388888889,0.415,0.5
213,0.5659722222222223,0.665,0.375
214,0.6006944444444444,0.605,0.625
215,0.5269097222222222,0.53,0.125
216,0.5,0.5,0.5
217,0.5052083333333334,0.7,1.0
218,0.5303819444444444,0.8550000000000001,1.0
219,0.7465277777777779,0.645,0.5
220,0.545138888888889,0.41,0.75
221,0.6206597222222222,0.49,0.375
222,0.5225694444444445,0.365,0.5
223,0.4956597222222222,0.43,1.0
224,0.4678819444444444,0.435,0.5
225,0.2994791666666666,0.51,0.5
226,0.5243055555555555,0.375,0.75
227,0.517361111111111,0.775,1.0
228,0.6449652777777779,0.59,1.0
229,0.4973958333333333,0.36,0.5
